2.00E+02,4.00E+02
2.00E+02,5.00E+02
2.00E+02,6.00E+02
2.00E+02,7.00E+02
2.00E+02,8.00E+02
2.00E+02,9.00E+02
2.00E+02,1.00E+03
2.00E+02,1.10E+03
2.00E+02,1.20E+03
2.00E+02,1.30E+03
2.00E+02,1.40E+03
2.00E+02,1.50E+03
2.00E+02,1.60E+03
2.00E+02,1.70E+03
2.00E+02,1.80E+03
2.00E+02,1.90E+03
2.00E+02,2.00E+03
2.00E+02,2.10E+03
2.00E+02,2.20E+03
2.00E+02,2.30E+03
2.00E+02,2.40E+03
2.00E+02,2.50E+03
2.00E+02,2.60E+03
2.00E+02,2.70E+03
2.00E+02,2.80E+03
2.00E+02,2.90E+03
2.00E+02,3.00E+03
2.00E+02,3.10E+03
2.00E+02,3.20E+03
2.00E+02,3.30E+03
2.00E+02,3.40E+03
2.00E+02,3.50E+03
2.00E+02,3.60E+03
3.00E+02,4.00E+02
3.00E+02,5.00E+02
3.00E+02,6.00E+02
3.00E+02,7.00E+02
3.00E+02,8.00E+02
3.00E+02,9.00E+02
3.00E+02,1.00E+03
3.00E+02,1.10E+03
3.00E+02,1.20E+03
3.00E+02,1.30E+03
3.00E+02,1.40E+03
3.00E+02,1.50E+03
3.00E+02,1.60E+03
3.00E+02,1.70E+03
3.00E+02,1.80E+03
3.00E+02,1.90E+03
3.00E+02,2.00E+03
3.00E+02,2.10E+03
3.00E+02,2.20E+03
3.00E+02,2.30E+03
3.00E+02,2.40E+03
3.00E+02,2.50E+03
3.00E+02,2.60E+03
3.00E+02,2.70E+03
3.00E+02,2.80E+03
3.00E+02,2.90E+03
3.00E+02,3.00E+03
3.00E+02,3.10E+03
3.00E+02,3.20E+03
3.00E+02,3.30E+03
3.00E+02,3.40E+03
3.00E+02,3.50E+03
4.00E+02,4.00E+02
4.00E+02,5.00E+02
4.00E+02,6.00E+02
4.00E+02,7.00E+02
4.00E+02,8.00E+02
4.00E+02,9.00E+02
4.00E+02,1.00E+03
4.00E+02,1.10E+03
4.00E+02,1.20E+03
4.00E+02,1.30E+03
4.00E+02,1.40E+03
4.00E+02,1.50E+03
4.00E+02,1.60E+03
4.00E+02,1.70E+03
4.00E+02,1.80E+03
4.00E+02,1.90E+03
4.00E+02,2.00E+03
4.00E+02,2.10E+03
4.00E+02,2.20E+03
4.00E+02,2.30E+03
4.00E+02,2.40E+03
4.00E+02,2.50E+03
4.00E+02,2.60E+03
4.00E+02,2.70E+03
4.00E+02,2.80E+03
4.00E+02,2.90E+03
4.00E+02,3.00E+03
4.00E+02,3.10E+03
4.00E+02,3.20E+03
4.00E+02,3.30E+03
4.00E+02,3.40E+03
4.00E+02,3.50E+03
4.00E+02,3.60E+03
5.00E+02,1.50E+03
5.00E+02,1.83E+03
5.00E+02,3.10E+03
6.00E+02,4.00E+02
7.00E+02,3.00E+02
7.00E+02,6.00E+02
7.00E+02,1.50E+03
7.00E+02,1.60E+03
7.00E+02,1.80E+03
7.00E+02,2.10E+03
7.00E+02,2.40E+03
7.00E+02,2.70E+03
7.00E+02,3.00E+03
7.00E+02,3.30E+03
7.00E+02,3.60E+03
8.00E+02,3.00E+02
8.00E+02,6.00E+02
8.00E+02,1.03E+03
8.00E+02,1.50E+03
8.00E+02,1.80E+03
8.00E+02,2.10E+03
8.00E+02,2.40E+03
8.00E+02,2.60E+03
8.00E+02,2.70E+03
8.00E+02,3.00E+03
8.00E+02,3.30E+03
8.00E+02,3.60E+03
9.00E+02,3.00E+02
9.00E+02,6.00E+02
9.00E+02,1.50E+03
9.00E+02,1.80E+03
9.00E+02,2.10E+03
9.00E+02,2.40E+03
9.00E+02,2.70E+03
9.00E+02,3.00E+03
9.00E+02,3.30E+03
9.00E+02,3.60E+03
1.00E+03,3.00E+02
1.00E+03,6.00E+02
1.00E+03,1.10E+03
1.00E+03,1.50E+03
1.00E+03,1.63E+03
1.00E+03,1.80E+03
1.00E+03,2.10E+03
1.00E+03,2.40E+03
1.00E+03,2.60E+03
1.00E+03,2.70E+03
1.00E+03,3.00E+03
1.00E+03,3.30E+03
1.00E+03,3.60E+03
1.10E+03,3.00E+02
1.10E+03,6.00E+02
1.10E+03,7.00E+02
1.10E+03,9.00E+02
1.10E+03,1.50E+03
1.10E+03,1.80E+03
1.10E+03,2.10E+03
1.10E+03,2.40E+03
1.10E+03,2.70E+03
1.10E+03,3.00E+03
1.10E+03,3.30E+03
1.10E+03,3.60E+03
1.20E+03,3.00E+02
1.20E+03,6.00E+02
1.20E+03,1.50E+03
1.20E+03,1.70E+03
1.20E+03,1.80E+03
1.20E+03,2.10E+03
1.20E+03,2.40E+03
1.20E+03,2.70E+03
1.20E+03,3.00E+03
1.20E+03,3.30E+03
1.20E+03,3.60E+03
1.30E+03,3.00E+02
1.30E+03,6.00E+02
1.30E+03,7.00E+02
1.30E+03,1.13E+03
1.30E+03,1.50E+03
1.30E+03,1.80E+03
1.30E+03,2.10E+03
1.30E+03,2.20E+03
1.30E+03,2.40E+03
1.30E+03,2.70E+03
1.30E+03,3.00E+03
1.30E+03,3.30E+03
1.30E+03,3.60E+03
1.40E+03,3.00E+02
1.40E+03,6.00E+02
1.40E+03,9.30E+02
1.40E+03,1.50E+03
1.40E+03,1.80E+03
1.40E+03,2.00E+03
1.40E+03,2.10E+03
1.40E+03,2.40E+03
1.40E+03,2.50E+03
1.40E+03,2.70E+03
1.40E+03,2.82E+03
1.40E+03,2.90E+03
1.40E+03,3.00E+03
1.40E+03,3.30E+03
1.40E+03,3.60E+03
1.50E+03,1.50E+03
1.50E+03,1.80E+03
1.50E+03,1.90E+03
1.50E+03,2.10E+03
1.50E+03,2.40E+03
1.50E+03,2.70E+03
1.50E+03,2.80E+03
1.50E+03,2.86E+03
1.50E+03,3.00E+03
1.50E+03,3.30E+03
1.50E+03,3.60E+03
1.60E+03,1.10E+03
1.60E+03,1.30E+03
1.60E+03,1.50E+03
1.60E+03,1.80E+03
1.60E+03,2.10E+03
1.60E+03,2.40E+03
1.60E+03,2.70E+03
1.60E+03,3.00E+03
1.60E+03,3.30E+03
1.60E+03,3.60E+03
1.70E+03,1.20E+03
1.70E+03,1.50E+03
1.70E+03,1.80E+03
1.70E+03,2.10E+03
1.70E+03,2.40E+03
1.70E+03,3.60E+03
1.80E+03,3.00E+02
1.80E+03,6.00E+02
1.80E+03,1.23E+03
1.80E+03,1.50E+03
1.80E+03,1.80E+03
1.80E+03,2.10E+03
1.80E+03,2.40E+03
1.90E+03,3.00E+02
1.90E+03,6.00E+02
1.90E+03,3.00E+03
1.90E+03,3.52E+03
2.00E+03,3.00E+02
2.00E+03,3.70E+02
2.00E+03,6.00E+02
2.00E+03,8.00E+02
2.00E+03,9.00E+02
2.00E+03,1.00E+03
2.00E+03,1.10E+03
2.00E+03,1.20E+03
2.00E+03,1.30E+03
2.00E+03,1.40E+03
2.00E+03,1.50E+03
2.00E+03,1.60E+03
2.00E+03,1.70E+03
2.00E+03,1.80E+03
2.00E+03,1.90E+03
2.00E+03,2.00E+03
2.00E+03,2.10E+03
2.00E+03,2.20E+03
2.00E+03,2.30E+03
2.00E+03,2.40E+03
2.00E+03,2.50E+03
2.00E+03,2.60E+03
2.00E+03,2.70E+03
2.00E+03,2.80E+03
2.00E+03,2.90E+03
2.00E+03,3.00E+03
2.00E+03,3.10E+03
2.00E+03,3.50E+03
2.10E+03,3.00E+02
2.10E+03,6.00E+02
2.10E+03,3.20E+03
2.20E+03,3.00E+02
2.20E+03,4.69E+02
2.20E+03,6.00E+02
2.20E+03,3.20E+03
2.30E+03,3.00E+02
2.30E+03,6.00E+02
2.30E+03,3.40E+03
2.40E+03,3.00E+02
2.40E+03,6.00E+02
2.40E+03,2.10E+03
2.50E+03,3.00E+02
2.50E+03,8.00E+02
2.60E+03,4.00E+02
2.60E+03,5.00E+02
2.60E+03,8.00E+02
2.60E+03,9.00E+02
2.60E+03,1.00E+03
2.60E+03,1.10E+03
2.60E+03,1.20E+03
2.60E+03,1.30E+03
2.60E+03,1.40E+03
2.60E+03,1.50E+03
2.60E+03,1.60E+03
2.60E+03,1.70E+03
2.60E+03,1.80E+03
2.60E+03,1.90E+03
2.60E+03,2.00E+03
2.60E+03,2.10E+03
2.60E+03,2.20E+03
2.60E+03,2.30E+03
2.60E+03,2.40E+03
2.60E+03,2.50E+03
2.60E+03,2.60E+03
2.60E+03,2.70E+03
2.60E+03,2.80E+03
2.60E+03,2.90E+03
2.60E+03,3.00E+03
2.60E+03,3.10E+03
2.60E+03,3.40E+03
2.70E+03,7.00E+02
2.70E+03,8.00E+02
2.70E+03,9.00E+02
2.70E+03,1.00E+03
2.70E+03,1.10E+03
2.70E+03,1.20E+03
2.70E+03,1.30E+03
2.70E+03,1.40E+03
2.70E+03,1.50E+03
2.70E+03,1.60E+03
2.70E+03,1.70E+03
2.70E+03,1.80E+03
2.70E+03,1.90E+03
2.70E+03,2.00E+03
2.70E+03,2.10E+03
2.70E+03,2.20E+03
2.70E+03,2.30E+03
2.70E+03,2.50E+03
2.70E+03,2.60E+03
2.70E+03,2.70E+03
2.70E+03,2.80E+03
2.70E+03,2.90E+03
2.70E+03,3.00E+03
2.70E+03,3.10E+03
2.70E+03,3.20E+03
2.70E+03,3.30E+03
2.70E+03,3.40E+03
2.70E+03,3.50E+03
2.70E+03,3.60E+03
2.70E+03,3.70E+03
2.70E+03,3.80E+03
2.80E+03,9.00E+02
2.80E+03,1.13E+03
2.90E+03,4.00E+02
2.90E+03,5.00E+02
2.90E+03,1.40E+03
2.90E+03,2.40E+03
2.90E+03,3.00E+03
3.00E+03,7.00E+02
3.00E+03,8.00E+02
3.00E+03,9.00E+02
3.00E+03,1.00E+03
3.00E+03,1.10E+03
3.00E+03,1.20E+03
3.00E+03,1.30E+03
3.00E+03,1.50E+03
3.00E+03,1.60E+03
3.00E+03,1.70E+03
3.00E+03,1.80E+03
3.00E+03,1.90E+03
3.00E+03,2.00E+03
3.00E+03,2.10E+03
3.00E+03,2.20E+03
3.00E+03,2.30E+03
3.00E+03,2.50E+03
3.00E+03,2.60E+03
3.00E+03,2.70E+03
3.00E+03,2.80E+03
3.00E+03,2.90E+03
3.00E+03,3.00E+03
3.00E+03,3.10E+03
3.00E+03,3.20E+03
3.00E+03,3.30E+03
3.00E+03,3.40E+03
3.00E+03,3.50E+03
3.00E+03,3.60E+03
3.00E+03,3.70E+03
3.00E+03,3.80E+03
1.50E+02,3.50E+03
1.50E+02,3.55E+03
4.69E+02,2.55E+03
4.69E+02,3.35E+03
4.69E+02,3.45E+03
5.40E+02,2.33E+03
5.40E+02,2.43E+03
6.20E+02,3.65E+03
6.20E+02,3.71E+03
7.50E+02,2.55E+03
8.50E+02,5.20E+02
8.50E+02,7.00E+02
8.50E+02,2.28E+03
9.39E+02,7.40E+02
9.50E+02,2.22E+03
9.10E+02,2.60E+03
1.05E+03,1.05E+03
1.15E+03,1.35E+03
1.17E+03,2.28E+03
1.22E+03,2.21E+03
1.35E+03,7.50E+02
1.35E+03,1.70E+03
1.35E+03,2.14E+03
1.45E+03,7.70E+02
1.55E+03,3.00E+02
1.55E+03,5.00E+02
1.55E+03,1.85E+03
1.65E+03,1.05E+03
1.69E+03,2.68E+03
1.71E+03,3.10E+02
1.71E+03,5.10E+02
1.75E+03,7.50E+02
1.79E+03,2.58E+03
1.72E+03,2.61E+03
1.79E+03,3.33E+03
1.72E+03,3.41E+03
1.83E+03,2.70E+03
1.83E+03,2.80E+03
1.83E+03,3.45E+03
2.06E+03,1.65E+03
2.05E+03,3.15E+03
2.17E+03,1.90E+03
2.11E+03,2.00E+03
2.12E+03,2.75E+03
2.15E+03,3.25E+03
2.29E+03,1.40E+03
2.22E+03,2.82E+03
2.28E+03,3.25E+03
2.39E+03,1.30E+03
2.32E+03,1.50E+03
2.45E+03,7.10E+02
2.62E+03,3.65E+03
2.75E+03,5.20E+02
2.76E+03,2.36E+03
2.85E+03,2.20E+03
2.85E+03,2.70E+03
2.85E+03,3.35E+03
2.93E+03,9.50E+02
2.95E+03,1.75E+03
2.95E+03,2.05E+03
5.20E+02,3.20E+03
2.30E+03,3.50E+03
2.32E+03,3.15E+03
5.30E+02,2.10E+03
2.55E+03,7.10E+02
7.50E+02,4.90E+02
0.00E+00,0.00E+00
